,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,FamilySize,Enrolled,Total
772,Graduation,Alone,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1,58,3,10,654
773,Graduation,Together,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,51,4,10,81
774,PostGraduated,Together,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0,66,3,11,137
775,Graduation,Together,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,70,4,10,16
776,PostGraduated,Alone,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,0,58,2,10,93
777,PostGraduated,Together,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0,65,2,9,1158
778,PostGraduated,Alone,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,68,3,10,43
779,Graduation,Alone,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,3,11,0,52,2,10,1525
780,PostGraduated,Alone,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0,49,1,9,1230
781,Graduation,Together,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,0,47,4,9,29
782,Graduation,Alone,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0,53,2,9,25
783,Graduation,Together,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,51,3,9,24
784,Graduation,Together,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,51,3,10,38
785,UnderGraduate,Together,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,37,3,11,57
786,PostGraduated,Together,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0,63,4,9,47
787,PostGraduated,Alone,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1,55,2,10,813
788,PostGraduated,Together,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0,45,3,9,629
789,Graduation,Alone,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,0,47,2,11,377
790,PostGraduated,Together,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,0,78,2,10,1612
791,PostGraduated,Together,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1,66,2,11,729
792,Graduation,Alone,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,3,11,0,73,1,10,50
793,Graduation,Together,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,0,45,4,10,270
794,Graduation,Alone,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,3,11,0,62,2,10,177
795,PostGraduated,Alone,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,3,11,0,61,1,10,315
796,PostGraduated,Together,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,3,11,0,69,3,9,767
797,UnderGraduate,Alone,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,3,11,0,58,2,11,1071
798,Graduation,Together,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,3,11,0,50,2,10,1580
799,Graduation,Together,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,3,11,0,55,3,10,60
800,PostGraduated,Together,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,3,11,0,53,3,10,573
801,Graduation,Alone,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,3,11,0,67,3,10,41
802,Graduation,Together,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,3,11,0,72,4,10,170
803,PostGraduated,Alone,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,3,11,0,79,1,10,1167
804,Graduation,Together,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,3,11,1,65,2,10,1526
805,PostGraduated,Together,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,3,11,0,47,4,10,458
806,PostGraduated,Together,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,3,11,0,52,3,9,63
807,Graduation,Together,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,3,11,0,66,3,10,405
808,Graduation,Together,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,3,11,0,51,4,10,1027
809,Graduation,Alone,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,3,11,0,51,2,10,1478
810,Graduation,Together,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,3,11,0,42,2,10,72
811,Graduation,Alone,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,1,51,2,10,48
812,Graduation,Alone,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,3,11,0,48,1,9,726
813,PostGraduated,Together,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,3,11,0,68,3,10,860
814,PostGraduated,Together,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,3,11,0,37,2,10,1497
815,PostGraduated,Together,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,3,11,0,53,3,9,495
816,Graduation,Together,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,47,4,9,20
817,Graduation,Alone,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,3,11,0,69,1,11,570
818,Graduation,Together,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0,51,3,9,769
819,UnderGraduate,Together,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,3,11,0,45,3,10,55
820,PostGraduated,Alone,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,3,11,1,43,1,10,1808
821,Graduation,Together,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,3,11,0,51,3,10,55
822,Graduation,Alone,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,3,11,1,62,1,9,577
823,Graduation,Together,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,60,2,10,162
824,Graduation,Together,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,64,3,10,1957
825,UnderGraduate,Alone,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,3,11,0,64,2,10,1576
826,Graduation,Together,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,3,11,0,69,5,10,1616
827,Graduation,Alone,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,61,4,10,36
828,PostGraduated,Alone,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,3,11,0,65,2,10,1482
829,Graduation,Together,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0,39,3,9,22
830,PostGraduated,Alone,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,3,11,0,47,3,10,63
831,Graduation,Alone,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,3,11,0,31,1,11,680
832,PostGraduated,Together,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,3,11,0,56,4,10,542
833,UnderGraduate,Together,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,3,11,0,43,3,10,50
834,Graduation,Together,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,56,4,10,39
835,Graduation,Together,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,0,67,3,10,1043
836,PostGraduated,Alone,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,3,11,0,51,2,10,385
837,Graduation,Alone,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,3,11,0,43,1,11,1633
838,UnderGraduate,Alone,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,3,11,0,43,2,10,46
839,Graduation,Alone,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,3,11,0,46,2,9,761
840,Graduation,Together,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,73,4,10,76
841,Graduation,Together,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,3,11,0,49,3,11,290
842,Graduation,Alone,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0,35,2,9,89
843,Graduation,Together,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,3,11,0,42,3,11,70
844,UnderGraduate,Together,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,3,11,0,63,2,10,1066
845,Graduation,Together,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,3,11,1,53,2,9,2009
846,UnderGraduate,Alone,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,3,11,0,32,1,11,1345
847,PostGraduated,Alone,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,3,11,0,67,2,11,764
848,Graduation,Alone,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,3,11,0,60,2,10,195
849,Graduation,Together,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,3,11,0,43,4,10,53
850,Graduation,Alone,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,3,11,0,49,2,10,368
851,PostGraduated,Together,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,69,3,9,544
852,UnderGraduate,Together,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,3,11,0,66,2,11,1853
853,PostGraduated,Together,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,3,11,0,57,4,9,35
854,PostGraduated,Together,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,3,11,1,49,3,9,446
855,Graduation,Alone,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,3,11,0,44,2,10,1180
856,PostGraduated,Together,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,50,3,9,41
857,Graduation,Together,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,3,11,0,38,4,10,727
858,Graduation,Together,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,57,4,11,40
859,UnderGraduate,Together,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,3,11,0,34,2,10,1062
860,Graduation,Together,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,54,3,9,40
861,PostGraduated,Together,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,3,11,0,54,4,9,292
862,Graduation,Together,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,3,11,0,36,2,10,15
863,UnderGraduate,Together,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,3,11,0,34,3,11,341
864,UnderGraduate,Alone,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,3,11,0,48,2,10,369
865,PostGraduated,Together,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,3,11,0,50,3,10,401
866,PostGraduated,Alone,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,3,11,0,57,2,10,393
867,PostGraduated,Alone,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,37,3,10,10
868,Graduation,Together,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,3,11,0,45,3,10,486
869,Graduation,Together,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,3,11,0,44,3,11,69
870,PostGraduated,Together,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,3,11,0,40,2,10,1727
871,Graduation,Alone,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,3,11,0,64,2,9,995
872,Graduation,Together,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,3,11,0,47,3,9,45
873,UnderGraduate,Alone,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,3,11,0,42,3,9,182
874,PostGraduated,Together,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,3,11,0,45,3,10,989
875,Graduation,Together,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,3,11,0,70,2,10,1677
876,PostGraduated,Alone,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,3,11,0,52,3,10,595
877,Graduation,Together,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,3,11,0,40,3,10,156
878,PostGraduated,Alone,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,3,11,0,67,1,9,1226
879,UnderGraduate,Together,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,3,11,0,45,3,10,128
880,Graduation,Alone,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,3,11,1,51,2,9,86
881,Graduation,Together,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,3,11,0,48,3,11,68
882,Graduation,Alone,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,48,3,10,16
883,UnderGraduate,Together,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,42,4,9,55
884,PostGraduated,Alone,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,51,1,11,2114
885,PostGraduated,Together,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,3,11,0,53,2,10,2018
886,PostGraduated,Alone,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,3,11,0,70,4,11,263
887,Graduation,Together,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,64,4,10,55
888,Graduation,Together,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,3,11,0,61,4,10,564
889,PostGraduated,Alone,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,3,11,0,45,1,10,1281
890,Graduation,Together,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,3,11,0,50,3,10,83
891,PostGraduated,Alone,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,3,11,0,58,3,11,353
892,Graduation,Together,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,3,11,0,40,2,9,1003
893,UnderGraduate,Alone,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0,32,2,9,14
894,PostGraduated,Alone,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,80,1,10,902
895,PostGraduated,Alone,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,3,11,0,51,2,11,1139
896,Graduation,Together,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,3,11,1,67,3,10,797
897,Graduation,Alone,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,3,11,0,65,2,9,1638
898,PostGraduated,Together,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,3,11,0,49,3,10,401
899,Graduation,Alone,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,3,11,0,37,2,10,84
900,Graduation,Together,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,3,11,0,65,2,10,928
901,Graduation,Alone,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,3,11,0,53,2,10,203
902,Graduation,Together,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,3,11,0,56,2,10,858
903,Graduation,Together,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,3,11,0,50,2,10,409
904,Graduation,Together,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,3,11,0,54,5,10,282
905,Graduation,Alone,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,3,11,0,46,1,9,1423
906,Graduation,Alone,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,3,11,1,62,1,10,1449
907,Graduation,Alone,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0,52,2,10,28
908,Graduation,Together,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,3,11,0,49,3,9,67
909,PostGraduated,Together,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,3,11,0,37,2,9,199
910,PostGraduated,Alone,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,3,11,0,57,1,10,1453
911,Graduation,Together,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,3,11,0,31,2,10,1253
912,PostGraduated,Alone,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,1,60,2,10,1198
913,PostGraduated,Together,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,3,11,1,51,3,10,178
914,Graduation,Alone,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,3,11,1,29,1,11,1990
915,Graduation,Together,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0,69,2,10,976
916,PostGraduated,Together,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,3,11,0,63,2,10,1001
917,PostGraduated,Together,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,41,2,10,1919
918,UnderGraduate,Alone,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,3,11,0,69,2,10,350
919,PostGraduated,Alone,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,3,11,0,69,1,10,1650
920,PostGraduated,Together,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,3,11,0,68,4,9,46
921,Graduation,Alone,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,3,11,0,30,1,10,1228
922,PostGraduated,Alone,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,3,11,1,54,2,10,95
923,PostGraduated,Together,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,3,11,0,75,4,9,62
924,Graduation,Together,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,3,11,0,37,3,9,1761
925,PostGraduated,Together,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,3,11,0,44,2,11,467
926,Graduation,Together,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,3,11,0,45,2,9,1149
927,UnderGraduate,Alone,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,3,11,0,41,1,10,2052
928,Graduation,Alone,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,30,1,9,1127
929,PostGraduated,Together,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,3,11,0,47,3,10,1416
930,PostGraduated,Together,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,3,11,0,49,2,9,1113
931,Graduation,Alone,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,3,11,0,34,2,9,125
932,PostGraduated,Alone,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,3,11,0,72,2,11,966
933,UnderGraduate,Together,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,3,11,32
934,Graduation,Alone,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,71,1,9,833
935,PostGraduated,Together,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,52,3,9,46
936,Graduation,Together,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,3,11,0,52,2,10,960
937,PostGraduated,Together,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,3,11,0,53,3,10,1829
938,Graduation,Alone,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,3,11,0,52,2,10,779
939,PostGraduated,Alone,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,3,11,0,48,2,10,811
940,UnderGraduate,Alone,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,3,11,0,71,3,10,1120
941,PostGraduated,Together,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,3,11,0,61,3,10,725
942,Graduation,Alone,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,3,11,1,40,1,10,1187
943,Graduation,Together,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,70,2,10,2302
944,UnderGraduate,Alone,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,3,11,0,37,1,11,66
945,PostGraduated,Together,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,3,11,0,36,2,11,1250
946,UnderGraduate,Together,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,3,11,0,41,3,9,683
947,Graduation,Alone,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,3,11,0,44,3,10,305
948,Graduation,Together,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,3,11,0,46,3,10,50
949,UnderGraduate,Alone,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,3,11,0,48,2,11,995
950,PostGraduated,Together,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,3,11,0,44,3,9,41
951,PostGraduated,Together,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,3,11,0,47,4,9,77
952,PostGraduated,Alone,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,3,11,1,50,3,10,171
953,PostGraduated,Alone,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,3,11,0,52,3,10,131
954,PostGraduated,Together,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,3,11,0,47,4,9,54
955,PostGraduated,Together,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,3,11,0,47,4,10,53
956,Graduation,Together,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,3,11,1,58,3,11,475
957,Graduation,Alone,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,3,11,0,71,2,11,694
958,Graduation,Together,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,50,4,9,96
959,PostGraduated,Alone,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,3,11,0,66,2,10,361
960,Graduation,Alone,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,3,11,0,56,2,11,1079
961,PostGraduated,Alone,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,3,11,0,61,2,9,578
962,PostGraduated,Together,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,3,11,1,54,3,11,64
963,PostGraduated,Together,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,3,11,0,48,3,10,149
964,Graduation,Together,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,3,11,0,43,4,9,231
965,Graduation,Together,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,3,11,0,64,3,10,728
966,Graduation,Together,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,3,11,1,50,2,10,1778
967,Graduation,Together,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,3,11,0,50,3,11,93
968,PostGraduated,Together,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,1,49,3,10,23
969,Graduation,Together,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,3,11,0,43,3,11,662
970,Graduation,Together,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,3,11,0,35,2,9,1198
971,PostGraduated,Together,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,3,11,0,55,5,10,81
972,UnderGraduate,Together,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,3,11,0,35,3,11,92
973,UnderGraduate,Alone,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,3,11,0,64,2,10,491
974,PostGraduated,Together,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,52,2,11,1564
975,Graduation,Together,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,3,11,0,61,2,9,926
976,PostGraduated,Together,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,3,11,0,64,2,11,1910
977,PostGraduated,Together,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,58,5,10,411
